A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
5782;53;5328;33;05782-3;3;2;2021-07-14;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,984258285;99999;99999;99999;1;61,21812098
5788;53;5302;5;05788-1;1;45;99999;99999;45;2;2;99999;5;99999;1;2;99999;2;1;99999;2;2;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5302;99999;2;99999;1;1;0;1;1;1;1;1;2;1;1;4;2;2;1;4;44;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;1;0;6;40;1;1;2;1;2;2;2;2;2;99999;2;88888;1;2;99999;99999;99999;1;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;11;99999;99999,0;0,970833803;1;2;2;8;114,9712775
5788;53;5302;5;05788-2;2;15;2008-10-08;99999;99999;2;99999;99999;99999;99999;14;99999;99999;4;1;99999;1;2;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5302;99999;1;13;1;0;1;0;1;1;1;1;1;1;1;4;2;2;2;99999;99999;1;1;99999;1;1;1;2;2;2;2;2;1;2;2;2;2;99999;5;1;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;88888;0;0,0;0,970833803;99999;99999;99999;4;117,8161284
5794;53;5303;6;05794-1;1;64;1959-01-01;99999;99999;1;1;99999;5;99999;1;99999;99999;1;1;99999;1;2;99999;1;3;4;4;4;4;76;33;88888;99999;99999;40;40;99999;99999;7653;5303;8;99999;99999;1;0;0;1;1;2;1;2;2;1;2;4;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;2;2;2;1;5000;5110,351363;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;70;5000;5110,351363;0,978406306;1;2;2;6;115,3045397
5816;53;5335;41;05816-1;1;30;99999;99999;30;2;2;99999;8;99999;1;1;05816-2;4;2;99999;2;1;05816-2;1;4;4;4;4;4;76;53;7653;2;1;99999;7;99999;765312;99999;5335;8;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;0;2;1;2;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;850;853,06;0;0,0;35;850;853,06;0,996412914;1;2;2;5;13,69424394
5816;53;5335;41;05816-2;2;30;99999;99999;30;2;1;99999;10;99999;3;99999;99999;1;2;99999;2;1;05816-1;1;3;4;4;4;4;76;22;76220390;99999;99999;13;7;7653;765312;7653;5335;8;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;0;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;88888;88888;2;2;2;99999;99999,0;2;99999;99999,0;1;20;0;44;1;1;1;2;2;2;2;2;2;99999;1;8;3;99999;99999;99999;2;2;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;14;99999;99999,0;0,996412914;1;2;2;8;13,69424394
5816;53;5335;41;05816-3;3;11;99999;99999;11;1;99999;99999;99999;99999;4;99999;99999;1;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5335;99999;99999;99999;1;0;1;0;1;2;1;2;2;1;1;4;0;2;99999;99999;99999;1;1;99999;1;1;2;0;2;1;2;2;2;2;2;2;2;99999;2;2;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;5;0;0,0;0,996412914;99999;99999;99999;2;9,564290989
5816;53;5335;41;05816-4;4;8;99999;99999;8;1;99999;99999;99999;99999;4;99999;99999;1;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5335;99999;99999;99999;1;0;1;0;1;2;1;2;2;1;1;4;0;2;99999;99999;99999;1;1;99999;1;1;2;0;2;1;2;2;2;2;2;2;2;99999;2;2;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,996412914;99999;99999;99999;2;12,83192608
5818;53;5325;30;05818-1;1;31;1992-02-28;99999;99999;1;1;99999;10;99999;1;1;05818-2;4;1;99999;2;1;05818-2;2;4;4;4;4;4;76;21;76210330;99999;99999;9;9;7621;76210330;7653;5325;8;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;2;99999;99999,0;2;99999;99999,0;1;2;0;44;1;11;2;2;2;2;2;1;2;99999;6;2;3;99999;99999;99999;1;1;1320;1354,007186;0;0,0;99999;99999,0;88888;99999,0;12;99999;99999,0;0,974884044;1;2;2;3;6,146459392
5818;53;5325;30;05818-2;2;33;1990-08-22;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;05818-1;2;4;4;4;4;4;76;21;76210330;99999;99999;11;5;7653;765308;7653;5325;2;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999,0;2;99999;99999,0;1;3;0;40;1;1;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;1320;1354,007186;0;0,0;99999;99999,0;88888;99999,0;28;99999;99999,0;0,974884044;1;2;2;2;5,270442693
5818;53;5325;30;05818-3;3;10;2013-10-20;99999;99999;1;99999;99999;99999;99999;14;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5325;99999;99999;99999;1;0;0;0;1;2;1;1;2;1;2;4;0;2;99999;99999;99999;1;1;99999;1;1;1;0;2;1;2;2;2;2;2;2;2;99999;2;2;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;0;0,0;0,974884044;99999;99999;99999;2;4,137662132
5874;53;5324;28;05874-1;1;70;99999;99999;70;2;2;99999;5;99999;1;1;05874-2;2;1;99999;5;2;99999;2;2;4;4;4;4;76;26;76260530;99999;99999;40;40;99999;99999;7653;5324;1;1;7653;1;0;0;1;1;2;1;2;2;1;1;1;21;2;1;7;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;2;99999;2;2;1;1412;1409,603674;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;50;1412;1409,603674;1,0017;1;2;2;1;14,76174434
5874;53;5324;28;05874-2;2;39;99999;99999;39;1;1;99999;5;99999;5;99999;99999;2;4;99999;1;2;99999;2;4;4;4;4;4;76;29;76291460;99999;99999;36;36;99999;99999;7653;5324;1;2;99999;1;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;2;99999;2;1;2;99999;99999,0;2;99999;99999,0;1;7;0;44;1;1;1;2;2;2;2;2;2;99999;1;88888;3;99999;99999;99999;1;1;1412;1409,603674;0;0,0;99999;99999,0;88888;99999,0;7;99999;99999,0;1,0017;1;2;2;1;28,15893961
5874;53;5324;28;05874-3;3;2;99999;99999;2;2;99999;99999;99999;99999;10;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;99999;1;99999;1;1;1;0;2;2;2;2;2;2;2;2;1;99999;9;1;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;1,0017;99999;99999;99999;1;38,3421931
5889;52;5252;48;05889-1;1;53;99999;99999;53;2;2;99999;5;99999;1;99999;99999;4;1;99999;4;2;99999;2;3;4;4;4;4;76;53;7653;99999;99999;20;20;99999;99999;7652;5252;1;99999;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;1;1;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;5;1;4;1;1;1;1302;1341,115232;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;25;1302;1341,115232;0,970833803;1;2;2;2;148,3095524
5894;53;5302;5;05894-1;1;63;99999;99999;63;1;1;99999;5;99999;1;1;05894-2;1;2;99999;2;1;05894-2;1;4;4;4;4;4;76;23;76231410;99999;99999;46;46;99999;99999;7653;5302;2;2;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;8;2;2;2;99999;99999,0;2;99999;99999,0;1;35;0;12;1;2;2;1;2;2;2;2;2;99999;2;1;1;2;99999;99999;99999;1;77777;99999,0;77777;99999,0;99999;99999,0;0;0,0;20;99999;99999,0;0,970833803;1;2;2;6;97,68872633
5894;53;5302;5;05894-2;2;56;99999;99999;56;2;2;99999;5;99999;2;99999;99999;1;2;99999;2;1;05894-1;1;4;4;4;4;4;76;21;76211130;99999;99999;46;46;99999;99999;7653;5302;1;2;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;1;1;4;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;9;2;2;2;99999;99999,0;2;99999;99999,0;1;31;0;36;1;2;2;1;2;2;2;2;2;99999;2;1;1;2;99999;99999;99999;1;77777;99999,0;0;0,0;99999;99999,0;88888;99999,0;20;99999;99999,0;0,970833803;1;2;2;7;100,4083425
5936;53;5328;33;05936-1;1;46;1977-08-15;99999;99999;1;1;99999;10;99999;1;1;05936-2;4;2;99999;2;1;05936-2;1;4;4;4;4;4;76;29;76292440;99999;99999;30;30;99999;99999;7653;5328;2;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;15;0;44;1;1;2;1;2;2;2;2;2;99999;2;3;3;99999;99999;99999;1;1;2500;2564,407548;0;0,0;88888;99999,0;88888;99999,0;5;99999;99999,0;0,974884044;1;2;2;5;45,07228583
5936;53;5328;33;05936-2;2;43;1980-10-20;99999;99999;2;2;99999;8;99999;2;99999;99999;4;2;99999;2;1;05936-1;2;4;4;4;4;4;76;29;76290710;99999;99999;20;20;99999;99999;7653;5328;2;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;7;2;1;4;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;4;2;2;88888;99999;99999,0;2;99999;99999,0;1;0;3;20;1;1;1;2;2;2;2;2;2;99999;1;3;7;99999;2;2;99999;1;1500;1538,644529;0;0,0;99999;99999,0;88888;99999,0;15;99999;99999,0;0,974884044;1;2;2;2;69,59995412
5936;53;5328;33;05936-3;3;27;1996-05-17;99999;99999;1;1;99999;10;99999;5;99999;99999;1;2;99999;1;3;99999;1;4;4;4;4;4;76;29;76290590;99999;99999;15;15;99999;99999;7653;5328;1;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;4;0;44;1;1;1;2;2;2;2;2;2;99999;1;3;3;99999;99999;99999;1;1;1700;1743,797133;0;0,0;99999;99999,0;88888;99999,0;5;99999;99999,0;0,974884044;1;2;2;5;73,96711053
5936;53;5328;33;05936-4;4;20;2003-11-19;99999;99999;1;1;99999;10;99999;4;99999;99999;4;2;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5328;99999;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;6;0;44;1;28;2;2;2;2;2;2;1;99999;7;1;3;99999;99999;99999;2;2;1300;1333,491925;0;0,0;99999;99999,0;88888;99999,0;5;99999;99999,0;0,974884044;1;2;2;5;66,16492551
5938;52;5241;43;05938-1;1;36;1987-07-21;99999;99999;1;1;99999;10;99999;1;99999;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;99999;99999;28;28;99999;99999;7652;5241;6;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999,0;2;99999;99999,0;1;17;0;40;1;41;2;1;2;2;2;2;2;99999;2;2;7;99999;1;1;99999;1;3000;3031,308245;0;0,0;99999;99999,0;88888;99999,0;7;99999;99999,0;0,989671705;1;2;2;2;274,0043396
5973;52;5245;44;05973-1;1;72;1951-07-18;99999;99999;1;1;99999;10;99999;1;1;05973-2;1;4;99999;2;1;05973-2;2;3;3;1;4;1;76;52;76520580;2;2;99999;99999;99999;99999;99999;5245;99999;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;2;4;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;5;2;2;2;2;1;1412;1437,595418;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;1412;1437,595418;0,982195674;1;2;2;2;11,93235307
5973;52;5245;44;05973-2;2;57;1966-10-29;99999;99999;2;2;99999;8;99999;2;99999;99999;4;4;99999;2;1;05973-1;2;3;3;2;3;3;76;23;76231340;99999;99999;44;44;99999;99999;7652;5245;1;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;40;2;1;7;14;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;3;2;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;88888;0;0,0;0,982195674;1;2;2;1;14,27019654
5985;52;5252;48;05985-1;1;60;1963-01-12;99999;99999;2;2;99999;5;99999;1;2;99999;4;4;99999;1;2;99999;2;3;4;3;3;4;76;52;76520110;2;2;99999;99999;99999;99999;99999;5252;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;1;2;1;3;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;13;2;2;1;1320;1359,655995;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;12;1320;1359,655995;0,970833803;1;2;2;3;86,5876714
5985;52;5252;48;05985-2;2;38;1985-04-09;99999;99999;2;2;99999;5;99999;5;99999;99999;1;4;99999;1;3;99999;2;4;4;3;4;4;76;52;76522185;2;2;99999;99999;99999;99999;99999;5252;99999;2;99999;1;0;1;0;1;1;1;1;2;1;2;4;40;1;1;3;15;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;12;2;2;2;99999;99999,0;2;99999;99999,0;1;15;0;40;1;1;1;2;2;2;2;2;2;99999;1;5;1;1;99999;99999;99999;1;3000;3090,127262;0;0,0;99999;99999,0;88888;99999,0;12;99999;99999,0;0,970833803;1;2;2;7;209,308765
5985;52;5252;48;05985-3;3;23;2000-10-16;99999;99999;1;1;99999;5;99999;10;99999;99999;1;4;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;99999;99999;23;23;99999;99999;7652;5252;99999;1;7652;1;0;1;0;1;1;1;1;1;1;2;4;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;12;2;2;2;99999;99999,0;2;99999;99999,0;1;1;4;48;1;1;1;2;2;2;2;2;2;99999;1;8;1;1;99999;99999;99999;1;1800;1854,076357;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;0,970833803;1;2;2;7;179,5208806
5985;52;5252;48;05985-4;4;19;2004-03-26;99999;99999;1;1;99999;5;99999;10;99999;99999;4;4;99999;1;3;99999;2;3;4;4;4;4;76;53;7653;99999;99999;18;18;99999;99999;7652;5252;1;2;99999;1;1;1;0;1;1;1;1;1;1;2;4;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999,0;2;99999;99999,0;1;1;0;40;1;1;1;2;2;2;2;2;2;99999;1;5;2;1;99999;99999;99999;1;1600;1648,067873;1000;1030,042421;99999;99999,0;0;0,0;0;2600;2678,110294;0,970833803;1;2;2;5;159,5562931
5985;52;5252;48;05985-5;5;11;2012-03-07;99999;99999;2;99999;99999;99999;99999;10;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76522185;2;2;99999;99999;99999;99999;99999;5252;99999;99999;99999;1;0;0;0;1;1;1;1;1;1;2;4;52;1;2;99999;99999;1;1;99999;1;1;2;40;2;2;2;2;1;2;2;2;1;99999;5;1;4;3;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;4;0;0,0;0,970833803;99999;99999;99999;2;144,9585846
5988;53;5313;16;05988-1;1;49;99999;99999;49;2;2;99999;5;99999;1;2;99999;3;1;99999;1;2;99999;1;3;4;4;4;4;76;23;76230590;99999;99999;36;36;99999;99999;7653;5313;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;0;1;1;4;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999,0;2;99999;99999,0;1;1;0;44;1;25;1;2;2;2;2;2;2;99999;1;5;3;99999;99999;99999;1;1;1300;1323,565186;0;0,0;700;712,6889465;88888;99999,0;88888;99999;99999,0;0,982195674;1;2;2;2;70,4317449
5988;53;5313;16;05988-2;2;24;99999;99999;24;2;2;99999;5;99999;5;99999;99999;3;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;2;1;99999;6;99999;99999;99999;5313;1;1;0;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;1;3;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;4;0;14;1;56;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;2;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;36;99999;99999,0;0,982195674;1;2;2;5;87,93377317
5988;53;5313;16;05988-3;3;17;99999;99999;17;2;99999;99999;99999;99999;5;99999;99999;3;1;99999;1;2;99999;99999;4;4;4;4;4;76;53;7653;1;99999;13;13;99999;99999;7653;5313;1;2;99999;0;0;0;0;1;2;1;2;2;1;4;1;0;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;8;2;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;36;0;0,0;0,982195674;99999;99999;99999;2;90,00275574
5988;53;5313;16;05988-4;4;8;99999;99999;8;1;99999;99999;99999;99999;5;99999;99999;3;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5313;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;1;0;2;2;2;2;2;2;2;2;1;99999;9;1;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;2;85,14413851
5988;53;5313;16;05988-5;5;4;99999;99999;4;2;99999;99999;99999;99999;10;99999;99999;3;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5313;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;1;99999;1;1;1;0;2;2;2;2;2;2;2;1;2;99999;8;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;1;71,83333242
5988;53;5313;16;05988-6;6;2;99999;99999;2;2;99999;99999;99999;99999;10;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;0;2;99999;99999;99999;99999;1;99999;1;1;4;0;2;2;2;2;2;2;2;2;1;99999;9;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;1;71,83333242
5988;53;5313;16;05988-7;7;2;99999;99999;2;2;99999;99999;99999;99999;10;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;0;2;99999;99999;99999;99999;1;99999;1;1;4;0;2;2;2;2;2;2;2;2;1;99999;9;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;1;71,83333242
